verse_id,doc_id,match,tokens,tfidf,proportion,runs_pval
2 Chronicles 24:15 (KJV),sn88064328/1911-04-08/ed-1/seq-2/,noise,5,0.5221742470504629,0.05952380952380952,1.2534929020092691e-9
Acts 19:7 (KJV),sn86069643/1912-08-29/ed-1/seq-3/,noise,1,1.5251653505219067,0.2,1.2607840426206292e-5
Acts 5:6 (KJV),sn86090270/1894-02-01/ed-1/seq-7/,noise,13,1.6304354930226859,0.15476190476190477,4.100835656750375e-8
Mark 16:15 (KJV),sn88064249/1919-11-15/ed-1/seq-3/,quotation,30,3.5420753008304606,0.3571428571428571,0.0011177131024714495
1 John 3:22 (KJV),sn90061308/1917-11-09/ed-1/seq-2/,quotation,86,7.391797445448789,0.7166666666666667,1.3829138082019443e-42
Zechariah 2:8 (KJV),sn84024716/1908-08-19/ed-1/seq-4/,quotation,7,0.45841447068197116,0.04487179487179487,9.871934902774009e-5
Mark 12:30 (KJV),sn84026912/1921-01-26/ed-1/seq-3/,quotation,67,2.903327090042559,0.3489583333333333,2.0953317002804016e-30
Luke 3:13 (KJV),sn85033386/1873-06-27/ed-1/seq-1/,noise,3,0.46176323325218166,0.05,4.705764500725246e-10
2 Timothy 2:15 (KJV),sn83035565/1913-01-16/ed-1/seq-4/,quotation,59,5.323242852579368,0.49166666666666664,2.5135891365016717e-40
Judges 7:6 (KJV),sn84026707/1866-08-02/ed-1/seq-1/,noise,5,0.3031328506574377,0.02976190476190476,0.06282994265423471
Isaiah 66:2 (KJV),sn83025010/1900-04-05/ed-1/seq-2/,noise,5,0.224198920534601,0.023148148148148147,9.33128144659133e-6
Luke 12:27 (KJV),sn85033964/1874-08-13/ed-1/seq-4/,quotation,29,1.8201538234346066,0.1858974358974359,8.6048620728071915e-16
Revelation 10:10 (KJV),sn97067613/1889-02-07/ed-1/seq-4/,quotation,42,3.164562573186323,0.29166666666666663,6.039330516544717e-18
Exodus 20:8 (KJV),sn85026241/1894-03-08/ed-1/seq-4/,quotation,5,3.6894445534950457,0.38461538461538464,1.6374642680930734e-18
Genesis 15:9 (KJV),sn84026688/1903-01-29/ed-1/seq-1/,quotation,271,14.11075993020499,1.4114583333333333,1.2218503007098158e-35
Deuteronomy 13:5 (KJV),sn84025890/1883-03-03/ed-1/seq-2/,noise,23,0.4208417923825022,0.05043859649122807,0.002337382393921205
Luke 13:30 (KJV),sn88064176/1899-12-30/ed-1/seq-2/,noise,2,0.35405196753878415,0.03333333333333333,0.12223786660794234
Matthew 25:23 (KJV),sn85033637/1878-11-26/ed-1/seq-1/,quotation,185,6.768000107062459,0.6702898550724637,1.1763106747617084e-28
Psalm 107:3 (KJV),sn91068402/1911-01-05/ed-1/seq-4/,noise,5,0.9325104370040995,0.10416666666666666,8.817265497018125e-18
Mark 2:17 (KJV),sn83032195/1874-02-04/ed-1/seq-1/,quotation,24,1.4363820735929138,0.14285714285714285,2.9047724750785707e-5
Psalm 147:13 (KJV),sn86061215/1912-11-30/ed-1/seq-8/,quotation,25,3.01080310014998,0.2976190476190476,4.27425845697727e-41
Jeremiah 8:20 (KJV),sn84026497/1889-01-30/ed-1/seq-3/,quotation,36,10.240264490611171,1,1.3731468772636768e-31
Acts 19:7 (KJV),sn84022770/1899-03-31/ed-1/seq-4/,noise,1,1.5251653505219067,0.2,0.0028795007076523765
Proverbs 17:1 (KJV),sn83032195/1874-01-28/ed-1/seq-2/,quotation,5,0.719579941909064,0.06944444444444445,5.609264963746892e-13
Mark 3:25 (KJV),sn85033781/1895-02-15/ed-1/seq-6/,quotation,13,2.7089985992648256,0.2708333333333333,9.296685978451669e-26
Romans 10:14 (KJV),sn84026925/1892-01-13/ed-1/seq-2/,quotation,96,4.446270643525717,0.4444444444444444,2.9911763875845604e-8
Matthew 10:6 (KJV),sn83032041/1874-05-08/ed-1/seq-3/,quotation,5,2.0586038815293803,0.20833333333333331,5.925813402046709e-78
1 Samuel 23:22 (KJV),sn84023296/1878-12-18/ed-1/seq-1/,noise,5,0.3066790103869097,0.02976190476190476,3.702741786449772e-20
Exodus 20:15 (KJV),sn86061215/1912-08-08/ed-1/seq-1/,quotation,5,8.242451235699095,1,9.058761137365195e-6
John 9:4 (KJV),sn82015485/1917-06-21/ed-1/seq-2/,quotation,133,10.437760457545505,1.0075757575757576,3.2084098188311867e-35
1 Peter 5:11 (KJV),sn94060041/1894-03-03/ed-1/seq-1/,quotation,45,18.24400074369797,1.875,4.0297250115555646e-45
Luke 24:52 (KJV),sn86061215/1912-04-06/ed-1/seq-6/,quotation,13,5.694537472560576,0.5416666666666666,3.116162492763426e-5
Mark 3:25 (KJV),sn89081022/1908-06-24/ed-1/seq-4/,quotation,5,0.9967039820440087,0.10416666666666666,7.3531836635390585e-9
Luke 12:3 (KJV),sn85034235/1910-12-29/ed-1/seq-4/,quotation,146,8.799583833346997,0.8111111111111111,2.0314435084943153e-48
Luke 24:16 (KJV),sn87093353/1920-04-17/ed-1/seq-2/,noise,2,0.5338865619158357,0.05555555555555555,4.017382232940986e-6
Matthew 25:42 (KJV),sn84024283/1888-02-16/ed-1/seq-5/,noise,2,0.20219308946436182,0.020833333333333332,3.45470725108771e-7
Mark 10:24 (KJV),sn85042588/1889-03-29/ed-1/seq-2/,quotation,49,2.7872075138171466,0.27222222222222225,3.399151564688812e-9
James 5:15 (KJV),sn86069867/1899-12-10/ed-1/seq-4/,quotation,72,4.838751966323634,0.4615384615384615,6.246511005758388e-12
Ephesians 2:20 (KJV),sn83035487/1845-11-28/ed-1/seq-3/,quotation,69,7.597790851954205,0.71875,4.405423020845946e-50
Matthew 8:34 (KJV),sn97067613/1889-02-07/ed-1/seq-4/,quotation,25,1.841605820177085,0.1736111111111111,7.44768538962354e-5
Psalm 134:2 (KJV),sn93067846/1894-05-23/ed-1/seq-2/,noise,2,0.5675607732252976,0.05555555555555555,5.970324341338235e-32
John 14:2 (KJV),sn85025620/1888-03-22/ed-1/seq-3/,noise,6,0.46109096132555893,0.05,1.0970277417440153e-6
Matthew 20:28 (KJV),sn83045217/1921-12-19/ed-1/seq-7/,quotation,34,3.5022516975446507,0.35416666666666663,1.9369208711085133e-17
Psalm 107:3 (KJV),sn95079154/1911-04-06/ed-1/seq-2/,noise,5,0.9325104370040995,0.10416666666666666,1.3061634388097e-8
Acts 5:4 (KJV),sn84023963/1909-02-05/ed-1/seq-6/,quotation,214,8.737675611672657,0.8106060606060607,1.5698745167412254e-36
1 Chronicles 9:24 (KJV),sn85054845/1859-12-22/ed-1/seq-3/,noise,5,0.9325104370040995,0.10416666666666666,8.261450513555014e-18
Matthew 6:9 (KJV),sn88078726/1854-04-06/ed-1/seq-1/,quotation,13,1.2247310364848032,0.12037037037037036,5.004206997156488e-4
Romans 6:5 (KJV),sn83016951/1872-06-22/ed-1/seq-2/,noise,5,0.42308652427233334,0.046296296296296294,1.697225943821849e-4
Psalm 45:13 (KJV),sn85033395/1861-10-03/ed-1/seq-4/,quotation,18,4.199693128736305,0.375,7.17446456624266e-11
Matthew 19:18 (KJV),sn84036276/1902-12-26/ed-1/seq-4/,noise,7,0.20289465583551836,0.027777777777777776,1.4117049849531412e-4
Genesis 34:7 (KJV),sn84026788/1867-08-13/ed-1/seq-1/,noise,4,0.15200911551947438,0.015151515151515152,4.568945152387923e-5
Matthew 19:8 (KJV),sn84023209/1867-05-08/ed-1/seq-2/,quotation,96,7.247760711329164,0.6666666666666666,2.1655608065393618e-42
Matthew 24:28 (KJV),sn84028820/1856-10-30/ed-1/seq-1/,quotation,5,4.0228357626616384,0.38461538461538464,1.0177629025194262e-194
Acts 20:21 (KJV),sn83025661/1840-11-25/ed-1/seq-1/,quotation,60,5.089555302074773,0.5,1.2509871753115863e-120
Philippians 3:12 (KJV),sn86053370/1864-06-22/ed-1/seq-4/,quotation,44,2.564001794885284,0.22916666666666666,5.212941143844652e-6
Genesis 1:1 (KJV),sn84026399/1855-05-24/ed-1/seq-1/,quotation,5,3.6744720887887383,0.38461538461538464,6.150485459000457e-151
Philippians 2:12 (KJV),sn88064592/1879-08-30/ed-1/seq-2/,noise,5,0.2655346909603278,0.026041666666666664,4.8226532654301057e-4
Luke 11:4 (KJV),sn86072143/1876-12-01/ed-1/seq-1/,quotation,7,0.5880629220008871,0.058333333333333334,6.856010730336233e-5
Hebrews 10:24 (KJV),sn85052141/1916-10-12/ed-1/seq-6/,quotation,47,8.167561160643206,0.7833333333333333,5.87409488365016e-43
Proverbs 31:30 (KJV),sn87065308/1898-11-23/ed-1/seq-2/,quotation,18,3.0934590929546357,0.3,2.5836458931333736e-107
Revelation 21:2 (KJV),sn83040592/1919-03-28/ed-1/seq-6/,quotation,15,1.185372354000375,0.11363636363636365,4.444275466623571e-36
John 1:14 (KJV),sn86061215/1912-06-01/ed-1/seq-4/,quotation,13,1.0520075409500773,0.09848484848484848,4.549141128353495e-7
Psalm 44:20 (KJV),sn85033681/1875-09-29/ed-1/seq-1/,noise,2,0.1554988050859109,0.018518518518518517,0.011064809663542478
Proverbs 23:4 (KJV),sn84024716/1908-03-25/ed-1/seq-4/,quotation,10,3.015711344662886,0.2777777777777778,1.2781503948512254e-13
Isaiah 5:4 (KJV),sn85034235/1910-09-15/ed-1/seq-1/,noise,6,0.3026176773618058,0.03125,1.0024219864099137e-12
John 11:21 (KJV),sn85038119/1894-09-27/ed-1/seq-1/,quotation,75,5.559886297472068,0.5681818181818182,4.792627802782253e-14
Matthew 6:29 (KJV),sn85033535/1874-06-20/ed-1/seq-4/,quotation,45,6.136877683150345,0.625,2.6801213717072756e-4
Psalm 19:1 (KJV),sn85038145/1873-09-25/ed-1/seq-1/,quotation,5,1.4249702831579616,0.1388888888888889,7.485019805013009e-118
1 Corinthians 10:23 (KJV),sn84026853/1886-12-15/ed-1/seq-4/,quotation,20,1.3511067602133446,0.1388888888888889,0.01937754112871478
Isaiah 53:6 (KJV),sn84026688/1903-01-29/ed-1/seq-1/,quotation,24,1.2785658074312285,0.125,0.23985778431058769
Proverbs 27:1 (KJV),sn85042588/1889-08-23/ed-1/seq-7/,quotation,84,10.384869941231063,1,1.7637613268622656e-24
Genesis 16:12 (KJV),sn92070446/1901-12-06/ed-1/seq-2/,quotation,60,4.380774415833008,0.41666666666666663,5.024221293473448e-14
Luke 10:31 (KJV),sn86069620/1899-03-02/ed-1/seq-4/,quotation,34,3.706909182543406,0.35416666666666663,6.831023367737518e-19
Romans 8:37 (KJV),sn85030287/1912-12-05/ed-1/seq-1/,quotation,5,0.7376082657058003,0.06944444444444445,7.194100936957077e-8
Luke 20:38 (KJV),sn96086441/1889-04-26/ed-1/seq-8/,quotation,13,2.703932072396197,0.2708333333333333,1.9555571352359487e-27
Revelation 21:25 (KJV),sn88061082/1884-09-27/ed-1/seq-3/,quotation,60,10.715891142553305,1,3.1935457368132276e-4
John 16:19 (KJV),2010270501/1903-12-11/ed-1/seq-6/,quotation,185,6.262646377204899,0.6166666666666667,5.661665591898984e-35
Colossians 3:14 (KJV),sn85032938/1895-03-13/ed-1/seq-2/,noise,2,0.3645732020525805,0.041666666666666664,2.0941659291570852e-5
Proverbs 19:17 (KJV),sn86053569/1838-12-22/ed-1/seq-4/,quotation,36,3.550188557432002,0.3333333333333333,6.501344996958995e-10
Proverbs 22:6 (KJV),sn89058248/1897-10-15/ed-1/seq-4/,quotation,5,0.7142606050721737,0.06944444444444445,0.0010150686213384929
2 Chronicles 36:11 (KJV),sn86088296/1891-09-03/ed-1/seq-6/,noise,5,0.5676082475910734,0.06944444444444445,1.1426837358770965e-6
Psalm 37:35 (KJV),sn84025811/1900-12-21/ed-1/seq-1/,quotation,5,0.6531997969211776,0.05952380952380952,0.013771367557184222
Matthew 7:7 (KJV),sn89066651/1919-12-11/ed-1/seq-29/,quotation,48,5.422728152224531,0.5714285714285714,3.6478408956010985e-130
Matthew 19:21 (KJV),sn84024718/1869-06-29/ed-1/seq-1/,quotation,79,3.4616068691073965,0.3657407407407407,4.5674546093969415e-12
Matthew 6:16 (KJV),sn94060041/1894-03-03/ed-1/seq-1/,quotation,120,6.953862582841475,0.6666666666666667,1.2060913308805635e-6
2 Corinthians 7:2 (KJV),sn83045784/1864-07-14/ed-1/seq-1/,noise,3,0.16418164587996503,0.020833333333333332,3.131245926320892e-6
Philippians 4:12 (KJV),sn83035487/1845-06-20/ed-1/seq-1/,noise,5,0.2868200710252139,0.026041666666666664,0.027820752276826472
Proverbs 25:11 (KJV),sn83016925/1887-08-03/ed-1/seq-1/,quotation,13,2.8124391586718156,0.2708333333333333,1.2686793247128615e-39
Proverbs 9:10 (KJV),sn84026788/1900-03-06/ed-1/seq-1/,quotation,8,2.094845035171676,0.2222222222222222,7.070962796962023e-7
Genesis 3:7 (KJV),sn86063381/1908-03-25/ed-1/seq-4/,quotation,24,1.8494531709222772,0.18181818181818182,2.6305760868509005e-23
Isaiah 58:6 (KJV),sn83035487/1845-06-20/ed-1/seq-1/,quotation,5,0.29695204297604977,0.02976190476190476,2.488275564795441e-4
Luke 9:13 (KJV),sn82016187/1911-03-30/ed-1/seq-4/,noise,2,0.08405055810694889,0.009259259259259259,0.0200324638445173
John 8:32 (KJV),sn84036276/1898-02-26/ed-1/seq-3/,noise,2,0.40877620041446644,0.041666666666666664,4.3168346377074876e-7
Acts 19:7 (KJV),sn86058545/1867-02-07/ed-1/seq-2/,noise,1,1.5251653505219067,0.2,1.9836394346020896e-8
1 Thessalonians 5:21 (KJV),sn85025584/1858-03-18/ed-1/seq-2/,quotation,7,1.9933135807434452,0.19444444444444442,1.0642374518786671e-7
Mark 10:25 (KJV),sn86072143/1870-12-09/ed-1/seq-2/,quotation,36,3.6690642511636757,0.375,1.7676487040457512e-35
Psalm 105:27 (KJV),sn83025779/1920-03-06/ed-1/seq-9/,quotation,13,3.9895956884612604,0.3611111111111111,8.891408069177861e-111
Acts 24:19 (KJV),sn85033386/1873-11-28/ed-1/seq-5/,noise,5,0.437203783812932,0.046296296296296294,2.0878939021117655e-30
Romans 3:15 (KJV),sn83045784/1857-10-10/ed-1/seq-1/,quotation,1,2.043218783611072,0.2,1.1558677651541213e-71
Acts 13:52 (KJV),sn94060041/1890-03-15/ed-1/seq-6/,noise,4,1.6796970022472997,0.16666666666666666,3.1063478009345874e-18
Numbers 14:18 (KJV),sn86063790/1917-03-15/ed-1/seq-8/,quotation,5,0.23823609494379427,0.026041666666666664,1.6033389218521932e-23
Job 1:21 (KJV),sn90059228/1918-01-16/ed-1/seq-1/,quotation,42,2.384419530583657,0.23333333333333334,3.6536943866567e-15
Philippians 4:13 (KJV),sn94060041/1907-06-29/ed-1/seq-1/,quotation,14,3.1628820183188284,0.29166666666666663,4.450273079809958e-4
Acts 11:24 (KJV),sn92065637/1896-04-22/ed-1/seq-3/,quotation,10,1.235076571057326,0.11904761904761904,3.616073297454666e-20
Luke 9:22 (KJV),sn85033781/1896-02-26/ed-1/seq-6/,quotation,29,2.065490248208033,0.20138888888888887,2.8047459032650694e-10
Luke 10:27 (KJV),sn83035565/1913-12-25/ed-1/seq-8/,quotation,145,5.37870555168401,0.6359649122807017,1.216075866414865e-25
Proverbs 22:2 (KJV),sn89058370/1899-04-15/ed-1/seq-2/,quotation,48,10.495473479676013,1,1.6097620450078078e-10
1 Peter 1:13 (KJV),sn84026688/1898-11-17/ed-1/seq-2/,quotation,75,6.216641911540866,0.5681818181818182,1.3860267473183893e-66
John 15:13 (KJV),sn84023209/1867-07-24/ed-1/seq-1/,quotation,48,6.02098628701559,0.5714285714285714,6.070159693434696e-5
Matthew 16:26 (KJV),sn87075048/1900-06-21/ed-1/seq-2/,quotation,38,3.046645945280533,0.2878787878787879,1.219727754144524e-11
Job 38:11 (KJV),sn89058370/1887-11-09/ed-1/seq-1/,quotation,53,5.0991105925943625,0.4907407407407407,1.0358405968057644e-58
Luke 18:25 (KJV),sn85038102/1898-04-29/ed-1/seq-6/,quotation,67,6.891346434760964,0.6979166666666666,9.138922328857592e-22
Mark 7:24 (KJV),sn84026925/1892-01-20/ed-1/seq-2/,noise,2,0.133705089165063,0.013888888888888888,3.2994500698477295e-7
Isaiah 52:14 (KJV),sn86063662/1880-01-29/ed-1/seq-1/,noise,2,0.11821313646967962,0.013888888888888888,2.4988193523977536e-6
Genesis 13:14 (KJV),sn86081895/1901-08-01/ed-1/seq-6/,quotation,73,3.408559822718582,0.33796296296296297,4.485579177499645e-9
Mark 12:8 (KJV),sn89058007/1895-09-27/ed-1/seq-4/,noise,5,0.9041265693969207,0.10416666666666666,3.7150298077260095e-5
Proverbs 4:7 (KJV),sn83016884/1840-04-14/ed-1/seq-1/,quotation,5,0.6322356563192573,0.05952380952380952,0.0015010166819771488
Isaiah 31:7 (KJV),sn85025007/1860-12-06/ed-1/seq-4/,noise,5,0.29688390944018367,0.02976190476190476,9.22322768885441e-4
Galatians 3:6 (KJV),sn84023963/1909-05-28/ed-1/seq-2/,noise,2,0.5246057794345487,0.05555555555555555,4.4239612419444527e-7
2 Timothy 4:6 (KJV),sn86069620/1899-04-13/ed-1/seq-2/,quotation,10,3.1317110266424035,0.2777777777777778,0.1075650256790067
Luke 17:6 (KJV),sn84023209/1874-05-20/ed-1/seq-1/,quotation,2,0.08234192876976835,0.008771929824561403,0.280121531323275
Romans 8:31 (KJV),sn84026688/1903-07-23/ed-1/seq-4/,quotation,14,2.531175915267555,0.23333333333333334,1.5845980329604791e-6
1 Kings 14:28 (KJV),sn83040592/1919-03-21/ed-1/seq-6/,noise,5,0.37880822548351856,0.041666666666666664,3.594262509536424e-12
Luke 6:31 (KJV),sn85033535/1874-06-06/ed-1/seq-3/,quotation,10,2.0828361900669985,0.20833333333333331,0.0016370739965141537
Exodus 20:16 (KJV),sn82016419/1874-10-30/ed-1/seq-1/,quotation,13,1.9054350214043094,0.21666666666666667,1.438436597074072e-9
Acts 6:2 (KJV),sn84022871/1915-12-29/ed-1/seq-3/,quotation,5,0.37524569353687864,0.034722222222222224,0.034732633230376224
Matthew 4:24 (KJV),sn82016419/1867-01-05/ed-1/seq-2/,noise,2,0.05176940868307108,0.00641025641025641,0.45475220963218227
Genesis 3:23 (KJV),sn87052128/1878-04-05/ed-1/seq-6/,quotation,37,3.8562149222395727,0.38541666666666663,4.1821785407217697e-16
Hebrews 12:9 (KJV),sn84023209/1858-03-04/ed-1/seq-3/,noise,4,0.16867953155170035,0.017543859649122806,4.940199988040314e-6
Nehemiah 13:24 (KJV),sn82014593/1852-07-13/ed-1/seq-1/,noise,2,0.15020201856215704,0.016666666666666666,9.325276687912416e-9
John 17:7 (KJV),sn85053157/1906-04-25/ed-1/seq-7/,noise,5,0.5715418320891097,0.05952380952380952,3.849684921708424e-5
1 Corinthians 14:35 (KJV),sn86069867/1899-12-10/ed-1/seq-2/,quotation,24,2.38572426236577,0.2222222222222222,4.900096218201819e-9
Matthew 7:20 (KJV),sn85033386/1873-09-05/ed-1/seq-4/,quotation,13,5.035871165625048,0.5416666666666666,9.781987917520733e-8
Ephesians 5:25 (KJV),sn97067613/1889-12-12/ed-1/seq-3/,noise,5,0.580541214015288,0.05952380952380952,5.1050077329684756e-11
Romans 2:16 (KJV),sn84023209/1858-07-15/ed-1/seq-4/,noise,5,0.558507929334197,0.05952380952380952,1.0166909768573113e-9
Mark 10:15 (KJV),sn85042588/1889-03-29/ed-1/seq-2/,quotation,41,3.556662055315709,0.3416666666666667,3.9431872195788996e-29
Matthew 11:26 (KJV),sn86086632/1898-02-26/ed-1/seq-7/,quotation,19,4.280321290207105,0.3958333333333333,1.5115067451322747e-8
Acts 17:21 (KJV),sn85053167/1897-09-01/ed-1/seq-4/,quotation,2,0.15786100715317336,0.015151515151515152,4.526443730595709e-9
Luke 16:11 (KJV),sn86063662/1884-06-12/ed-1/seq-1/,noise,2,0.12426046814413778,0.015151515151515152,2.757441804451866e-23
Matthew 23:30 (KJV),sn90061052/1921-07-28/ed-1/seq-2/,noise,5,0.30830564024656404,0.034722222222222224,1.6400378524919734e-8
Isaiah 35:10 (KJV),sn89058007/1895-01-11/ed-1/seq-4/,quotation,50,2.7102389593109324,0.26041666666666663,3.737027637193866e-282
Psalm 147:4 (KJV),sn2006060001/1892-03-25/ed-1/seq-6/,quotation,24,6.847789788703039,0.6666666666666666,1.4602588956017103e-4
Romans 8:3 (KJV),sn84026853/1886-04-28/ed-1/seq-1/,quotation,24,1.599756226899894,0.15384615384615385,4.78113949591514e-11
Joshua 4:7 (KJV),sn85049554/1899-08-23/ed-1/seq-1/,noise,6,0.1837541538089269,0.019230769230769232,5.940602189973133e-4
Genesis 26:8 (KJV),sn85038161/1914-11-19/ed-1/seq-6/,noise,2,0.10130535143763611,0.011111111111111112,1.3052156411002213e-6
Romans 10:17 (KJV),sn86061215/1912-06-01/ed-1/seq-4/,quotation,68,15.724402588672,1.4166666666666665,4.4506788358758546e-51
Judges 16:25 (KJV),sn85026941/1898-06-24/ed-1/seq-1/,quotation,157,6.790057598816352,0.6541666666666667,6.863777888446993e-30
Leviticus 16:10 (KJV),sn84026688/1903-01-29/ed-1/seq-1/,quotation,137,8.81446302839352,0.8154761904761905,1.444759125378698e-14
Psalm 107:15 (KJV),sn83021327/1883-02-01/ed-1/seq-2/,quotation,13,1.7112311832792741,0.18055555555555555,8.057869937263173e-23
Mark 16:17 (KJV),sn85042461/1894-09-30/ed-1/seq-16/,quotation,93,7.7757624722802925,0.775,3.035928450452559e-89
Micah 6:8 (KJV),sn91068415/1921-03-10/ed-1/seq-6/,quotation,82,6.070123914623939,0.5694444444444444,1.1753925839993988e-131
Song of Solomon 3:4 (KJV),sn84026707/1866-09-20/ed-1/seq-1/,noise,3,0.10570981698860948,0.0125,0.004971888327135195
Matthew 7:1 (KJV),sn95079220/1902-08-15/ed-1/seq-4/,quotation,17,12.703052249842388,1.3076923076923077,7.354655893742476e-40
Matthew 15:33 (KJV),sn85038145/1875-08-26/ed-1/seq-1/,noise,5,0.3831033633826576,0.03787878787878788,2.33827550484321e-11
Luke 7:14 (KJV),sn94060041/1894-08-25/ed-1/seq-1/,quotation,64,6.2067123052605355,0.5925925925925926,5.873001117237287e-49
Matthew 12:25 (KJV),sn89081022/1908-06-24/ed-1/seq-4/,quotation,6,0.26396495917286855,0.027777777777777776,1.4987411847267794e-4
1 Corinthians 2:10 (KJV),sn85050913/1912-01-23/ed-1/seq-2/,quotation,106,9.443863444079865,0.8833333333333333,2.0765589228872462e-21
Nehemiah 8:8 (KJV),sn88085947/1904-07-27/ed-1/seq-3/,quotation,26,2.8757735570865255,0.2708333333333333,7.111804750688013e-20
Job 39:25 (KJV),sn84026688/1898-10-27/ed-1/seq-1/,quotation,35,3.974070233798975,0.3645833333333333,1.9374631812735043e-209
Ezekiel 14:23 (KJV),sn84026912/1913-01-15/ed-1/seq-6/,noise,2,0.08900869421609495,0.00980392156862745,0.015323514633565379
Luke 14:17 (KJV),sn83016925/1887-03-30/ed-1/seq-4/,quotation,13,1.3952192345109942,0.13541666666666666,0.3378094113232058
Isaiah 1:20 (KJV),sn83035487/1861-04-27/ed-1/seq-2/,quotation,84,9.02624390303858,0.875,3.193233672842366e-57
Hebrews 6:3 (KJV),sn85049554/1899-08-28/ed-1/seq-2/,noise,1,2.079683094969863,0.2,0.002363212109728225
Matthew 28:20 (KJV),sn86069117/1900-01-12/ed-1/seq-1/,quotation,25,1.7939562378371268,0.1736111111111111,1.1988101980235263e-11
Jeremiah 21:12 (KJV),sn83035487/1845-12-05/ed-1/seq-4/,quotation,144,5.2742550620324575,0.5,4.205440581380775e-37
Psalm 107:3 (KJV),sn83016474/1840-04-23/ed-1/seq-1/,noise,5,0.9325104370040995,0.10416666666666666,1.7827600752005704e-6
2 Thessalonians 3:1 (KJV),sn85034357/1901-02-08/ed-1/seq-1/,quotation,60,7.879631573637236,0.7142857142857142,6.5792553864972585e-52
Luke 17:33 (KJV),sn85033781/1896-02-26/ed-1/seq-6/,noise,23,1.99732822504754,0.21296296296296297,3.2651656043108494e-69
Isaiah 1:26 (KJV),sn83016474/1840-04-02/ed-1/seq-1/,quotation,24,1.8505951423943918,0.18181818181818182,2.4275758365521182e-45
Mark 10:9 (KJV),sn84026536/1868-05-08/ed-1/seq-2/,quotation,14,1.8617686897390984,0.19444444444444442,2.143554345202216e-9
Matthew 22:40 (KJV),sn83045784/1857-03-21/ed-1/seq-7/,quotation,5,4.351810079509027,0.38461538461538464,0.2682692093736009
Job 14:1 (KJV),sn84026912/1879-12-25/ed-1/seq-2/,quotation,13,3.7549833659178065,0.3611111111111111,2.5708043933803305e-41
1 Timothy 6:6 (KJV),sn85038102/1907-02-08/ed-1/seq-5/,quotation,5,10.398415474849314,1,2.062191742322417e-86
Deuteronomy 32:30 (KJV),sn89058007/1895-06-14/ed-1/seq-4/,quotation,24,1.4833174302547354,0.14285714285714285,0.04501771767935988
1 John 1:10 (KJV),sn88085620/1921-11-25/ed-1/seq-2/,noise,17,1.481632974661415,0.17708333333333331,1.3073375953190933e-16
Matthew 7:20 (KJV),sn84037890/1902-05-28/ed-1/seq-3/,quotation,13,5.035871165625048,0.5416666666666666,9.468624732087616e-195
Psalm 145:18 (KJV),sn84020712/1861-01-08/ed-1/seq-2/,noise,2,0.16066016439089278,0.018518518518518517,0.09033092724153957
Genesis 3:21 (KJV),sn84021912/1897-03-13/ed-1/seq-1/,quotation,65,7.354631768280423,0.6770833333333333,8.322883398578782e-117
2 Kings 17:9 (KJV),sn92070405/1893-06-30/ed-1/seq-4/,noise,5,0.23256098023097033,0.023148148148148147,4.403483262757091e-8
2 Corinthians 6:10 (KJV),sn86069620/1897-03-11/ed-1/seq-2/,quotation,105,8.411300018018839,0.7954545454545455,6.777172248905148e-28
1 Corinthians 1:28 (KJV),sn83016925/1887-07-06/ed-1/seq-4/,quotation,113,8.628457141979572,0.7847222222222222,8.058805434482878e-37
Matthew 24:47 (KJV),sn93067976/1852-01-16/ed-1/seq-2/,quotation,13,2.2141202258330805,0.21666666666666667,7.609213857505065e-10
